,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,brand,model
5522,Pune,2013,43486,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga
5523,Hyderabad,2007,199000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova
5524,Chennai,2010,34000,Petrol,Manual,First,11.7,1796.0,178.0,5.0,Mercedes-Benz,New
5525,Bangalore,2016,37944,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,Mercedes-Benz,New
5526,Mumbai,2017,30000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
5527,Coimbatore,2015,64005,Petrol,Manual,First,17.71,1197.0,78.9,5.0,Toyota,Etios
5528,Delhi,2012,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5529,Chennai,2005,105000,Petrol,Manual,First,0.0,999.0,147.51,5.0,Hyundai,Santro
5530,Kochi,2014,59885,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,Land,Rover
5531,Hyderabad,2011,144471,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
5532,Coimbatore,2011,63991,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
5533,Pune,2007,72000,Petrol,Manual,Second,17.0,1086.0,75.94,5.0,Hyundai,Santro
5534,Mumbai,2015,34895,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,Nissan,Micra
5535,Ahmedabad,2015,97003,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,BMW,X6
5536,Kolkata,2015,45000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City
5537,Delhi,2013,45000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,Honda,Amaze
5538,Bangalore,2013,100000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner
5539,Delhi,2016,70000,Diesel,Automatic,First,12.97,2179.0,187.7,5.0,Land,Rover
5540,Coimbatore,2016,37023,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
5541,Chennai,2012,81000,Diesel,Manual,First,25.44,936.0,56.3,5.0,Chevrolet,Beat
5542,Kochi,2017,20789,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
5543,Jaipur,2015,68310,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
5544,Mumbai,2015,47250,Diesel,Manual,Second,19.67,1582.0,126.2,5.0,Hyundai,Creta
5545,Delhi,2014,47000,Diesel,Automatic,Second,12.65,2993.0,255.0,5.0,Land,Rover
5546,Hyderabad,2017,128000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
5547,Kochi,2017,17702,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
5548,Mumbai,2014,34987,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,Volkswagen,Vento
5549,Ahmedabad,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
5550,Coimbatore,2017,38271,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
5551,Bangalore,2012,32510,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo
5552,Pune,2014,88000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,BMW,5
5553,Pune,2012,116000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,Mitsubishi,Pajero
5554,Jaipur,2013,156000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
5555,Delhi,2010,75319,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,Maruti,Ritz
5556,Kolkata,2013,28000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
5557,Bangalore,2017,16500,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
5558,Coimbatore,2016,75637,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
5559,Kochi,2018,32854,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
5560,Kochi,2019,6568,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
5561,Bangalore,2014,30000,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,Audi,A4
5562,Kochi,2018,17804,Diesel,Manual,Second,28.09,1248.0,88.5,5.0,Maruti,Ciaz
5563,Delhi,2011,69768,Petrol,Manual,First,16.0,1198.0,90.0,5.0,Honda,Jazz
5564,Kochi,2016,62404,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
5565,Bangalore,2012,97000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,Hyundai,Verna
5566,Coimbatore,2016,55687,Diesel,Manual,First,21.38,1396.0,88.7,5.0,Hyundai,Creta
5567,Kolkata,2014,17000,Petrol,Manual,First,15.04,1598.0,103.2,5.0,Volkswagen,Vento
5568,Coimbatore,2017,34232,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,BMW,3
5569,Chennai,2004,135000,Petrol,Automatic,Third,14.4,1997.0,152.0,5.0,Honda,CR-V
5570,Chennai,2012,80000,Diesel,Manual,First,19.72,1461.0,108.45,5.0,Renault,Duster
5571,Bangalore,2014,31045,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,Hyundai,i20
5572,Pune,2013,58000,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,Volkswagen,Jetta
5573,Kochi,2018,35480,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
5574,Hyderabad,2016,62287,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
5575,Coimbatore,2015,46162,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
5576,Mumbai,2014,9200,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
5577,Kolkata,2012,55339,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
5578,Kolkata,2011,55476,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
5579,Pune,2007,68553,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,Maruti,SX4
5580,Kochi,2016,67376,Diesel,Manual,First,24.5,1498.0,98.6,7.0,Honda,Mobilio
5581,Hyderabad,2013,42000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,Renault,Duster
5582,Coimbatore,2019,28069,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,Toyota,Fortuner
5583,Kochi,2014,93144,Diesel,Automatic,First,14.7,1984.0,181.0,5.0,Volvo,XC60
5584,Hyderabad,2014,24300,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
5585,Hyderabad,2015,47883,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,Maruti,Ciaz
5586,Kochi,2013,12467,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,Audi,Q5
5587,Kolkata,2013,56683,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,BMW,X1
5588,Bangalore,2013,38000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo
5589,Ahmedabad,2018,35000,Diesel,Manual,First,22.7,1582.0,126.2,5.0,Hyundai,Elantra
5590,Pune,2007,80000,Petrol,Manual,Second,13.9,1599.0,103.2,5.0,Hyundai,Verna
5591,Pune,2006,125000,Petrol,Manual,Second,13.5,1799.0,130.0,5.0,Honda,Civic
5592,Chennai,2013,123000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,Toyota,Fortuner
5593,Chennai,2012,70000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5594,Hyderabad,2012,87982,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny
5595,Jaipur,2013,40714,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,BMW,5
5596,Pune,2008,83000,Diesel,Manual,Second,16.52,1991.0,123.7,5.0,Chevrolet,Optra
5597,Ahmedabad,2011,86000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5598,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,Skoda,Laura
5599,Jaipur,2013,60000,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,Mercedes-Benz,E-Class
5600,Kolkata,2014,84677,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
5601,Delhi,2017,23000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,BMW,X1
5602,Hyderabad,2016,81424,Diesel,Manual,First,12.99,2494.0,100.6,8.0,Toyota,Innova
5603,Delhi,2013,36400,Diesel,Automatic,First,7.5,4806.0,394.3,4.0,Porsche,Panamera
5604,Chennai,2012,70000,Diesel,Manual,Second,22.71,1461.0,84.8,5.0,Nissan,Sunny
5605,Delhi,2015,40000,Diesel,Manual,Second,26.59,1248.0,74.0,5.0,Maruti,Swift
5606,Mumbai,2019,600,Petrol,Automatic,First,21.5,1197.0,81.8,5.0,Maruti,Wagon
5607,Pune,2015,65320,Diesel,Automatic,Second,16.96,1968.0,138.03,5.0,Volkswagen,Jetta
5608,Pune,2009,79000,Petrol,Manual,Third,9.8,2354.0,180.0,5.0,Honda,Accord
5609,Mumbai,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
5610,Coimbatore,2019,6028,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
5611,Delhi,2006,86000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
5612,Kolkata,2013,160000,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift
5613,Kochi,2011,59967,Petrol,Automatic,First,9.74,1984.0,208.0,5.0,Audi,Q5
5614,Coimbatore,2018,43127,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
5615,Kochi,2012,65727,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
5616,Pune,2013,70000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
5617,Coimbatore,2018,39861,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
5618,Delhi,2017,16485,Diesel,Automatic,First,22.48,1995.0,187.74,5.0,BMW,5
5619,Bangalore,2010,77332,Diesel,Manual,Second,23.0,1396.0,90.0,5.0,Hyundai,i20
5620,Kochi,2017,17489,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
5621,Pune,2012,125000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,Toyota,Fortuner
5622,Chennai,2016,35129,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
5623,Hyderabad,2016,22982,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,Hyundai,Creta
5624,Pune,2013,54500,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,Hyundai,i10
5625,Ahmedabad,2017,16235,Diesel,Manual,First,24.7,1047.0,69.0,5.0,Tata,Tigor
5626,Kochi,2017,73641,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb
5627,Hyderabad,2015,59572,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
5628,Jaipur,2014,112827,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,Honda,CR-V
5629,Hyderabad,2010,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
5630,Kolkata,2010,60000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
5631,Mumbai,2012,75059,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
5632,Pune,2018,3000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
5633,Delhi,2011,78000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,Skoda,Superb
5634,Kolkata,2012,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny
5635,Delhi,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
5636,Kolkata,2018,6820,Diesel,Manual,First,22.54,1396.0,88.76,5.0,Hyundai,Elite
5637,Kochi,2013,55176,Petrol,Manual,Second,17.4,1599.0,104.0,5.0,Chevrolet,Optra
5638,Kochi,2016,39854,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
5639,Kolkata,2013,24000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
5640,Jaipur,2016,55000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
5641,Kochi,2012,45840,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,Ford,Endeavour
5642,Pune,2006,155000,Petrol,Manual,Third,15.4,1590.0,94.0,5.0,Maruti,Baleno
5643,Pune,2003,125000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
5644,Coimbatore,2014,52951,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo
5645,Kolkata,2013,49000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,Hyundai,Verna
5646,Ahmedabad,2015,52000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
5647,Mumbai,2001,227000,Diesel,Manual,Fourth & Above,0.0,2446.0,84.8,8.0,Toyota,Qualis
5648,Jaipur,2013,120005,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny
5649,Mumbai,2015,33000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,Skoda,Rapid
5650,Delhi,2016,126000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco
5651,Bangalore,2013,66700,Petrol,Manual,First,15.0,1598.0,103.5,5.0,Skoda,Rapid
5652,Jaipur,2014,122000,Diesel,Manual,Second,12.55,2982.0,168.5,7.0,Toyota,Fortuner
5653,Mumbai,2016,29000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
5654,Kochi,2014,42315,Petrol,Manual,First,18.5,1197.0,82.9,5.0,Hyundai,i20
5656,Kochi,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
5657,Jaipur,2002,75000,Petrol,Manual,First,16.1,796.0,37.0,4.0,Maruti,800
5658,Pune,2006,85000,Petrol,Manual,Second,13.8,1299.0,70.0,5.0,Ford,Ikon
5659,Delhi,2015,24296,Petrol,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift
5660,Kolkata,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,Honda,City
5661,Chennai,2009,64514,Diesel,Manual,First,16.8,1493.0,110.0,5.0,Hyundai,Verna
5662,Delhi,2016,35000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
5663,Bangalore,2016,41000,Petrol,Manual,Second,25.17,799.0,53.3,5.0,Renault,KWID
5664,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
5665,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand
5666,Delhi,2017,9000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
5667,Coimbatore,2015,53497,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
5668,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,Ford,Fiesta
5669,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,Hyundai,Verna
5670,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364.0,67.04,5.0,Toyota,Etios
5671,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
5672,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,Hyundai,Verna
5673,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
5674,Kochi,2017,30523,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,Skoda,Octavia
5675,Kolkata,2013,26300,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
5676,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
5677,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,Maruti,SX4
5678,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,Honda,City
5679,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,Volkswagen,Vento
5680,Delhi,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
5681,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999.0,67.0,5.0,Renault,KWID
5682,Kochi,2017,27718,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
5683,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,Ford,Ecosport
5684,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
5685,Pune,2013,77000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
5686,Chennai,2007,70000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class
5687,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
5688,Chennai,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,Chevrolet,Beat
5689,Kochi,2010,69918,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
5690,Coimbatore,2019,4721,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni
5691,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477.0,178.0,7.0,Mitsubishi,Pajero
5692,Pune,2013,80000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,Mercedes-Benz,S
5693,Bangalore,2015,66000,Diesel,Manual,First,25.44,936.0,56.3,5.0,Chevrolet,Beat
5694,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,Ford,Figo
5695,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
5696,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
5697,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,Hyundai,Creta
5698,Kochi,2012,79985,Diesel,Manual,First,17.8,1399.0,67.0,5.0,Ford,Fiesta
5699,Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,Audi,A4
5700,Kochi,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
5701,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,BMW,3
5702,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,BMW,7
5703,Kochi,2017,41534,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
5704,Jaipur,2017,54455,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,Volkswagen,Ameo
5705,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,Chevrolet,Aveo
5706,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,Chevrolet,Cruze
5707,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,Hyundai,i20
5708,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,Honda,BRV
5709,Kochi,2017,15029,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent
5711,Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
5712,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto
5713,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
5714,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,Hyundai,i10
5715,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
5716,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,Maruti,Zen
5717,Kolkata,2015,36428,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
5718,Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo
5719,Kochi,2015,47234,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
5720,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495.0,94.0,5.0,Hyundai,Accent
5721,Pune,2012,89000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
5722,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
5723,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,Mercedes-Benz,B
5724,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998.0,163.7,5.0,Chevrolet,Cruze
5725,Chennai,2013,120000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura
5726,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
5727,Kochi,2018,30733,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,BMW,X1
5728,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,Mercedes-Benz,E-Class
5729,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,Skoda,Superb
5730,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198.0,86.8,5.0,Honda,Brio
5731,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5732,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
5733,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo
5734,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
5735,Kochi,2012,118683,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,Mahindra,Verito
5736,Delhi,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,Mahindra,KUV
5737,Kochi,2019,12800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
5738,Jaipur,2011,80000,Petrol,Manual,First,12.0,2092.0,127.0,7.0,Tata,New
5739,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
5740,Chennai,2017,21000,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,BMW,X5
5741,Pune,2013,85000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
5742,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
5743,Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,Hyundai,Santa
5744,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,Chevrolet,Cruze
5745,Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
5746,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
5748,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
5749,Kochi,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
5750,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Nissan,Terrano
5751,Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
5752,Hyderabad,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
5753,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Nissan,Terrano
5754,Delhi,2014,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
5755,Ahmedabad,2008,51000,Petrol,Manual,First,17.0,1086.0,168.5,5.0,Hyundai,Santro
5756,Delhi,2015,92000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
5757,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
5758,Chennai,2017,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
5759,Kolkata,2007,46707,Petrol,Manual,First,17.0,1086.0,68.05,5.0,Hyundai,Santro
5760,Pune,2013,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
5761,Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
5762,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,Volvo,S60
5763,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
5764,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,Maruti,Alto
5765,Delhi,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio
5766,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
5767,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,Renault,Duster
5768,Kochi,2017,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
5769,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago
5770,Mumbai,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
5771,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,Volkswagen,Vento
5772,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,Mercedes-Benz,B
5773,Delhi,2011,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,Maruti,SX4
5774,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,Hyundai,Getz
5775,Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,BMW,6
5776,Chennai,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
5777,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
5778,Kochi,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,Nissan,Terrano
5779,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,Volkswagen,Vento
5780,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
5781,Delhi,2011,6500,Petrol,Automatic,Third,6.4,5204.0,560.0,2.0,Lamborghini,Gallardo
5782,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
5783,Pune,2010,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,Maruti,Swift
5784,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,Tata,Indica
5785,Kolkata,2012,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,Hyundai,i20
5786,Delhi,2014,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,Hyundai,Xcent
5787,Mumbai,2015,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
5788,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago
