,title,tags
4033,Valley of the Heart's Delight,"['drama', 'When', 'a', 'fatal', 'kidnapping', 'ignites', 'a', 'firestorm', 'of', 'suspicion', 'and', 'rage', 'in', 'idyllic', '1933', 'San', 'Jose,', 'California,', 'a', 'hard-nosed', 'young', 'reporter', 'takes', 'on', 'the', 'powers-that-be', 'to', 'prevent', 'the', 'lynching', 'of', 'two', 'men', 'he', 'believes', 'are', 'innocent.', 'petepostlethwaite', 'gabrielmann', 'emilyharrison', 'timboxell']"
4034,Eye of the Dolphin,"['drama', 'dolphin', 'island', 'research', 'tourist', 'town', 'Alyssa', 'is', 'a', 'troubled', '14-year', 'old,', 'suspended', 'from', 'school', 'a', 'year', 'after', 'her', 'mother', 'has', 'drowned.', 'Her', 'grandmother', 'Lucy,', 'at', ""wit's"", 'end,', 'decides', 'to', 'take', 'Alyssa', 'to', 'her', 'father,', 'James,', 'whom', 'Alyssa', 'thought', 'was', 'dead', 'for', 'years.', 'He', 'studies', 'dolphin', 'communication', 'at', ""Smith's"", 'Point,', 'on', 'the', 'Grand', 'Bahama', 'Island.', 'James', 'has', 'not', 'known', 'of', ""Alyssa's"", 'existence', 'and', 'is', 'clueless', 'about', 'parenthood.', 'The', 'women', 'arrive', 'at', 'the', 'same', 'time', 'that', 'James', 'may', 'lose', 'his', 'research', 'operation', 'to', 'a', 'tourist', 'attraction.', 'Father,', 'daughter,', 'dolphins,', 'and', 'town', 'are', 'on', 'a', 'collision', 'course.', 'Alyssa', 'and', 'James', 'get', 'encouragement', 'from', ""James's"", 'girlfriend', 'and', 'her', 'father.', ""It's"", 'the', 'dolphins', 'who', 'can', 'teach,', 'and', 'Alyssa', 'who', 'discovers', 'how', 'to', 'listen.', 'carlyschroeder', 'adriandunbar', 'georgeharris', 'michaeld.sellers']"
4035,8: The Mormon Proposition,"['documentary', 'independent film', 'Filmmaker', 'and', 'ex-Church', 'of', 'Jesus', 'Christ', 'of', 'Latter-day', 'Saints', 'member', 'Reed', 'Cowan', 'examines', 'that', ""church's"", 'nationwide', 'efforts', 'to', 'prevent', 'the', 'legalization', 'of', 'gay', 'marriage', '-', 'including', ""California's"", 'Proposition', '8,', 'which', 'was', 'passed', 'by', 'voters', 'in', '2008.', 'Confidential', 'church', 'documents,', 'statements', 'by', 'high-ranking', 'church', 'officials', 'and', 'other', 'sources', 'detail', '30', 'years', 'of', 'efforts', 'to', 'turn', 'back', 'gay', 'rights,', 'particularly', 'by', 'the', 'Mormon-sponsored', 'National', 'Organization', 'for', 'Marriage.', 'rockymayoranderson', 'mattaune', 'tylerbarrick', 'reedcowan', 'stevengreenstreet']"
4036,The Other End of the Line,"['comedy', 'romance', 'indian lead', 'call center', 'romantic comedy', 'An', 'employee', 'at', 'an', 'Indian', 'call-center', 'travels', 'to', 'San', 'Francisco', 'to', 'be', 'with', 'a', 'guy', 'she', 'falls', 'for', 'over', 'the', 'phone', 'jessemetcalfe', 'austinbasis', 'larrymiller', 'jamesdodson']"
4037,Anatomy,"['horror', 'thriller', 'butterfly', 'dissection', 'scalpel', 'medical school', 'Medical', 'student', 'Paula', 'Henning', 'wins', 'a', 'place', 'at', 'an', 'exclusive', 'Heidelberg', 'medical', 'school.', 'When', 'the', 'body', 'of', 'a', 'young', 'man', 'she', 'met', 'on', 'the', 'train', 'turns', 'up', 'on', 'her', 'dissection', 'table,', 'she', 'begins', 'to', 'investigate', 'the', 'mysterious', 'circumstances', 'surrounding', 'his', 'death,', 'and', 'uncovers', 'a', 'gruesome', 'conspiracy', 'perpetrated', 'by', 'an', 'Antihippocratic', 'secret', 'society', 'operating', 'within', 'the', 'school.', 'frankapotente', 'bennofürmann', 'annaloos', 'stefanruzowitzky']"
4038,Sleep Dealer,"['drama', 'sciencefiction', 'thriller', 'virtual reality', 'dystopia', 'moral conflict', 'computer', 'loneliness', 'water shortage', 'teacher', 'Set', 'in', 'a', 'near-future,', 'militarized', 'world', 'marked', 'by', 'closed', 'borders,', 'virtual', 'labor', 'and', 'a', 'global', 'digital', 'network', 'that', 'joins', 'minds', 'and', 'experiences,', 'three', 'strangers', 'risk', 'their', 'lives', 'to', 'connect', 'with', 'each', 'other', 'and', 'break', 'the', 'barriers', 'of', 'technology.', 'leonorvarela', 'jacobvargas', 'luisfernandopeña', 'alexrivera']"
4039,Super,"['comedy', 'action', 'drama', 'bomb', 'gun', 'drug dealer', 'costume', 'comic book', 'party', 'superhero', 'dark comedy', 'gore', 'blood', 'comic book shop', 'comic book collector', 'dinner', 'violence', 'police officer', 'cosplay', 'duringcreditsstinger', 'After', 'his', 'wife', 'falls', 'under', 'the', 'influence', 'of', 'a', 'drug', 'dealer,', 'an', 'everyday', 'guy', 'transforms', 'himself', 'into', 'Crimson', 'Bolt,', 'a', 'superhero', 'with', 'the', 'best', 'intentions,', 'though', 'he', 'lacks', 'for', 'heroic', 'skills.', 'rainnwilson', 'ellenpage', 'livtyler', 'jamesgunn']"
4040,Christmas Mail,"['comedy', 'family', 'In', 'this', 'holiday', 'romantic', 'comedy,', 'a', 'mysterious', 'woman', 'who', 'works', 'at', 'the', 'post', 'office', 'answering', ""Santa's"", 'mail', 'captures', 'the', 'heart', 'of', 'a', 'disillusioned', 'postal', 'carrier', 'ashleyscott', 'a.j.buckley', 'rolandawatts', 'johnmurlowski']"
4041,Stung,"['comedy', 'horror', 'giant insect', 'A', 'fancy', 'garden', 'party', 'turns', 'into', 'upper', 'class', 'prey', 'when', 'a', 'colony', 'of', 'killer', 'wasps', 'mutates', 'into', 'seven', 'foot', 'tall', 'predators.', ""matto'leary"", 'jessicacook', 'lancehenriksen', 'bennidiez']"
4042,Antibirth,"['horror', 'drug abuse', 'experiment', 'television', 'conspiracy', 'alien abduction', 'prostitution', 'pregnancy', 'new species of human', 'side effects', 'narcotic abuse', 'In', 'a', 'desolate', 'community', 'full', 'of', 'drug-addled', 'Marines', 'and', 'rumors', 'of', 'kidnapping,', 'a', 'wild-eyed', 'stoner', 'named', 'Lou', 'wakes', 'up', 'after', 'a', 'crazy', 'night', 'of', 'partying', 'with', 'symptoms', 'of', 'a', 'strange', 'illness', 'and', 'recurring', 'visions.', 'As', 'she', 'struggles', 'to', 'get', 'a', 'grip', 'on', 'reality,', 'the', 'stories', 'of', 'conspiracy', 'spread.', 'natashalyonne', 'chloësevigny', 'megtilly', 'dannyperez']"
4043,Get on the Bus,"['drama', 'washington d.c.', 'bus', 'march', 'Get', 'On', 'the', 'Bus', 'follows', 'several', 'Black', 'men', 'on', 'a', 'cross', 'country', 'bus', 'trip', 'to', 'the', 'Million', 'Man', 'March.', 'On', 'the', 'bus', 'are', 'an', 'eclectic', 'set', 'of', 'characters', 'including', 'a', 'laid', 'off', 'aircraft', 'worker,', 'a', 'former', 'Gang', 'Banger,', 'a', 'Hollywood', 'actor,', 'a', 'cop', 'who', 'is', 'of', 'mixed', 'racial', 'background,', 'and', 'a', 'White', 'bus', 'driver,', 'all', 'make', 'the', 'trek', 'discussing', 'issues', 'surrounding', 'the', 'march,', 'manhood,', 'religion,', 'politics,', 'and', 'race.', 'ossiedavis', 'charless.dutton', 'andrebraugher', 'spikelee']"
4044,Thr3e,"['drama', 'horror', 'thriller', 'Innocent', 'lives', 'hang', 'on', 'the', 'whim', 'of', 'an', 'elusive', 'psychopathic', 'murderer', 'whose', 'strange', 'riddles', 'and', 'impossible', 'timelines', 'force', 'three', 'people', 'into', 'a', 'mission', 'to', 'end', 'the', 'game', 'before', 'one', 'or', 'all', 'of', 'them', 'die.', 'marcblucas', 'justinewaddell', 'billmoseley', 'robbyhenson']"
4045,Idiocracy,"['adventure', 'comedy', 'sciencefiction', 'prostitute', 'capitalism', 'usa president', 'arena', 'congress', 'future', 'human experimentation', 'dystopia', 'army', 'stupidity', 'hibernation', 'dark comedy', 'social satire', 'brainwashing', 'surveillance', 'u.s. congress', 'dystopic future', 'mass media', 'To', 'test', 'its', 'top-secret', 'Human', 'Hibernation', 'Project,', 'the', 'Pentagon', 'picks', 'the', 'most', 'average', 'Americans', 'it', 'can', 'find', '-', 'an', 'Army', 'private', 'and', 'a', 'prostitute', '-', 'and', 'sends', 'them', 'to', 'the', 'year', '2505', 'after', 'a', 'series', 'of', 'freak', 'events.', 'But', 'when', 'they', 'arrive,', 'they', 'find', 'a', 'civilization', 'so', 'dumbed-down', 'that', ""they're"", 'the', 'smartest', 'people', 'around.', 'lukewilson', 'mayarudolph', 'daxshepard', 'mikejudge']"
4046,The Rise of the Krays,"['crime', 'Follows', 'the', 'early', 'years', 'of', 'two', 'unknown', '18', 'year', 'old', 'amateur', 'boxers', 'who', 'quickly', 'fought', 'their', 'way', 'to', 'becoming', 'the', 'most', 'feared', 'and', 'respected', 'villains', 'in', 'all', 'of', 'London.', 'Told', 'through', 'the', 'eyes', 'of', 'a', 'close', 'friend', 'that', 'survived', 'them,', 'we', 'see', 'them', 'rise', 'to', 'infamy', 'through', 'drugs,', 'sex', 'and', 'murder.', 'kevinleslie', 'simoncotton', 'phildunster', 'zackaryadler']"
4047,This Is England,"['drama', 'crime', 'holiday', 'skinhead', 'england', 'vandalism', 'independent film', 'gang', 'racism', 'summer', 'youth', 'violence', 'drug', 'unemployment', 'xenophobia', 'culture', 'A', 'story', 'about', 'a', 'troubled', 'boy', 'growing', 'up', 'in', 'England,', 'set', 'in', '1983.', 'He', 'comes', 'across', 'a', 'few', 'skinheads', 'on', 'his', 'way', 'home', 'from', 'school,', 'after', 'a', 'fight.', 'They', 'become', 'his', 'new', 'best', 'friends', 'even', 'like', 'family.', 'Based', 'on', 'experiences', 'of', 'director', 'Shane', 'Meadows.', 'thomasturgoose', 'stephengraham', 'johartley', 'shanemeadows']"
4048,U.F.O.,"['action', 'adventure', 'sciencefiction', 'impostor', 'alien invasion', 'military', 'partying', 'A', 'group', 'of', 'friends', 'awake', 'one', 'morning', 'to', 'find', 'all', 'electricity', 'and', 'power', 'shut', 'off', 'and', 'an', 'immense', 'alien', 'aircraft', 'hovering', 'in', 'the', 'air', 'above', 'their', 'heads.', 'Suddenly', 'this', 'regular', 'group', 'of', 'friends', 'is', 'battling', 'to', 'survive', 'as', 'the', 'entire', 'human', 'race', 'is', 'threatened', 'by', 'the', 'alien', 'army', 'hovering', 'ominously', 'above.', 'Aliens', 'announce', 'a', 'hostile', 'takeover', 'of', 'Earth', 'by', 'cutting', 'off', 'all', 'power', 'and', 'communications,', 'prompting', 'a', 'small', 'band', 'of', 'survivors', 'to', 'fight', 'for', 'the', 'human', 'race', 'in', 'this', 'sci-fi', 'action-adventure', 'featuring', 'Jean-Claude', 'Van', 'Damme', 'biancabree', 'seanbrosnan', 'simonphillips', 'dominicburns']"
4049,Bathing Beauty,"['comedy', 'music', 'musical', ""girls' boarding school"", 'swimming pool', 'romantic comedy', 'A', 'big', 'splash', 'in', 'her', 'first', 'starring', 'role:', 'Esther', 'Williams', 'is', 'a', 'teacher', 'at', 'a', ""women's"", 'college', '--', 'and', 'wacky', 'Red', 'Skelton', 'enrolls', 'to', 'be', 'near', 'her.', 'An', 'astonishing', 'flames-and-fountains', 'aquatic', 'finale.', 'redskelton', 'estherwilliams', 'basilrathbone', 'georgesidney']"
4050,Go for It!,"['drama', 'family', 'dancing', 'chicago', 'woman director', 'Carmen', 'is', 'a', 'good', 'student', 'with', 'a', 'bad', 'attitude', 'who', 'lives', 'for', 'dancing', 'in', 'the', 'underground', 'clubs', 'of', 'Chicago.', 'She', 'yearns', 'to', 'be', ""'somebody'"", 'but', 'is', 'afraid', 'to', 'believe', 'in', 'herself.', 'Her', 'immigrant', 'Mexican,', 'working-class', 'parents', 'want', 'her', 'to', 'stay', 'in', 'school', 'and', 'get', 'an', 'education,', 'so', 'she', 'attends', 'junior', 'college', 'while', 'working', 'at', 'a', 'grocery', 'store.', ""Carmen's"", 'professor', 'catches', 'her', 'performing', 'one', 'day', 'in', 'the', 'neighborhood', 'and', 'challenges', 'her', 'to', 'audition', 'to', 'a', 'formal', 'dance', 'school', 'in', 'California.', 'She', 'gets', 'into', 'a', 'fight', 'with', 'her', 'chaotic', 'family', 'and', 'runs', 'away', 'to', 'her', 'best', 'friend', ""Gina's"", 'place', 'only', 'to', 'find', 'out', ""Gina's"", 'been', 'getting', 'beat', 'up', 'by', 'her', 'boyfriend.', 'Meanwhile,', ""Carmen's"", 'boyfriend,', 'Jared', 'wants', 'her', 'to', 'commit', 'and', 'move', 'in', 'with', 'him.', 'Pulled', 'apart', 'in', 'every', 'direction,', 'her', 'dream', 'of', 'dancing', 'fades.', 'Can', 'Carmen', 'overcome', 'her', 'fears', 'and', 'take', 'the', 'biggest', 'chance', 'of', 'her', 'life,', 'or', 'will', 'she', 'succumb', 'to', 'her', 'self-doubt?', 'aimeegarcia', 'albandiero', 'jossarajinaro', 'carmenmarron']"
4051,"Dancer, Texas Pop. 81","['comedy', 'drama', 'family', 'small town', 'texas', 'Four', 'guys,', 'best', 'friends,', 'have', 'grown', 'up', 'together', 'in', 'DANCER,', 'TEXAS', 'POP.', '81,', 'a', 'tiny', 'town', 'in', 'West', 'Texas.', 'Years', 'ago,', 'they', 'made', 'a', 'solemn', 'vow', 'to', 'leave', 'town', 'together', 'as', 'soon', 'as', 'they', 'graduate.', 'Now,', ""it's"", 'that', 'weekend', 'and', 'the', 'time', 'has', 'come', 'to', '""put', 'up', 'or', 'shut', 'up.""', 'The', 'clock', 'is', 'ticking', 'and', 'as', 'all', '81', 'people', 'in', 'the', 'town', 'watch,', 'comment,', 'offer', 'advice', 'and', 'place', 'bets,', 'these', 'four', 'very', 'different', 'boys', 'with', 'unique', 'backgrounds', 'struggle', 'with', 'the', 'biggest', 'decision', 'of', 'their', 'lives...', 'whether', 'to', 'stay', 'or', 'leave', 'home.', 'breckinmeyer', 'peterfacinelli', 'eddiemills', 'timmccanlies']"
4052,Show Boat,"['music', 'romance', 'musical', 'grandmother granddaughter relationship', 'interracial relationship', 'reconciliation', 'riverboat', 'showboat', 'miscegenation', 'paddlewheel boat', 'A', 'dashing', 'Mississippi', 'river', 'gambler', 'wins', 'the', 'affections', 'of', 'the', 'daughter', 'of', 'the', 'owner', 'of', 'the', 'Show', 'Boat.', 'howardkeel', 'kathryngrayson', 'avagardner', 'georgesidney']"
4053,Redemption Road,"['drama', 'A', 'Tennessee-set', 'drama', 'focused', 'on', 'an', ""individual's"", 'spiritual', 'redemption.', 'michaelclarkeduncan', 'morgansimpson', 'kielesanchez', 'mariovanpeebles']"
4054,The Calling,"['thriller', 'series of murders', 'Detective', 'Hazel', 'Micallef', ""hasn't"", 'had', 'much', 'to', 'worry', 'about', 'in', 'the', 'sleepy', 'town', 'of', 'Port', 'Dundas', 'until', 'a', 'string', 'of', 'gruesome', 'murders', 'in', 'the', 'surrounding', 'countryside', 'brings', 'her', 'face', 'to', 'face', 'with', 'a', 'serial', 'killer', 'driven', 'by', 'a', 'higher', 'calling.', 'susansarandon', 'gilbellows', 'ellenburstyn', 'jasonstone']"
4055,The Brave Little Toaster,"['fantasy', 'adventure', 'animation', 'comedy', 'family', 'music', 'growing up', 'coming of age', 'lost', 'journey', 'personification', 'inanimate objects coming to life', 'toaster', 'A', 'group', 'of', 'dated', 'appliances', 'find', 'themselves', 'stranded', 'in', 'a', 'summer', 'home', 'that', 'their', 'family', 'had', 'just', 'sold', 'decide', 'to,', 'a', 'la', 'The', 'Incredible', 'Journey,', 'seek', 'their', 'young', '8', 'year', 'old', '""master"".', ""Children's"", 'film', 'which', 'on', 'the', 'surface', 'is', 'a', 'frivolous', 'fantasy,', 'but', 'with', 'a', 'dark', 'subtext', 'of', 'abandonment,', 'obsolescence,', 'and', 'loneliness.', 'jonlovitz', 'timothystack', 'philhartman', 'jerryrees']"
4056,Fantasia,"['animation', 'family', 'music', 'orchestra', 'classical music', 'musical segments', 'Walt', ""Disney's"", 'timeless', 'masterpiece', 'is', 'an', 'extravaganza', 'of', 'sight', 'and', 'sound!', 'See', 'the', 'music', 'come', 'to', 'life,', 'hear', 'the', 'pictures', 'burst', 'into', 'song', 'and', 'experience', 'the', 'excitement', 'that', 'is', 'Fantasia', 'over', 'and', 'over', 'again.', 'deemstaylor', 'waltdisney', 'juliettanovis', 'davidhand', 'jamesalgar', 'samuelarmstrong', 'bensharpsteen', 'williamroberts', 'paulsatterfield', 'hamiltonluske', 'jimhandley', 'fordbeebe', 't.hee', 'wilfredjackson', 'normanferguson']"
4057,8 Days,"['thriller', 'drama', 'christian film', 'sex trafficking', 'After', 'sneaking', 'to', 'a', 'party', 'with', 'her', 'friends,', '16-year-old', 'Amber', 'Stevens', 'goes', 'missing.', 'Forced', 'into', 'the', 'world', 'of', 'sex', 'trafficking,', 'her', 'family', 'and', 'community', 'fight', 'to', 'get', 'her', 'back.', 'Inspired', 'by', 'actual', 'events.', 'nicolesmolen', 'kimbaldwin', 'arianastephens', 'jacobooyens']"
4058,Friday the 13th Part III,"['horror', 'thriller', 'lake', 'summer camp', 'murder', 'serial killer', 'slasher', 'summer', 'jason voorhees', 'one by one', 'friday the thirteenth', 'An', 'idyllic', 'summer', 'turns', 'into', 'a', 'nightmare', 'of', 'unspeakable', 'terror', 'for', 'yet', 'another', 'group', 'of', 'naive', 'counselors.', 'Ignoring', 'Camp', 'Crystal', ""Lake's"", 'bloody', 'legacy,', 'one', 'by', 'one', 'they', 'fall', 'victim', 'to', 'the', 'maniacal', 'Jason', 'who', 'stalks', 'them', 'at', 'every', 'turn.', 'danakimmell', 'paulkratka', 'traciesavage', 'steveminer']"
4059,Friday the 13th: A New Beginning,"['horror', 'thriller', 'mask', 'psychology', 'serial killer', 'hospital', 'teenager', 'series of murders', 'Homicidal', 'maniac', 'Jason', 'returns', 'from', 'the', 'grave', 'to', 'cause', 'more', 'bloody', 'mayhem.', 'Young', 'Tommy', 'may', 'have', 'escaped', 'from', 'Crystal', 'Lake,', 'but', 'he’s', 'still', 'haunted', 'by', 'the', 'gruesome', 'events', 'that', 'happened', 'there.', 'When', 'gory', 'murders', 'start', 'happening', 'at', 'the', 'secluded', 'halfway', 'house', 'for', 'troubled', 'teens', 'where', 'he', 'now', 'lives,', 'it', 'seems', 'like', 'his', 'nightmarish', 'nemesis,', 'Jason,', 'is', 'back', 'for', 'more', 'sadistic', 'slaughters.', 'But', 'as', 'things', 'spiral', 'out', 'of', 'control', 'and', 'the', 'body', 'count', 'rises,', 'Tommy', 'begins', 'to', 'wonder', 'if', 'he’s', 'become', 'the', 'killer', 'he', 'fears', 'most.', 'melaniekinnaman', 'johnshepherd', 'shavarross', 'dannysteinmann']"
4060,The Last Sin Eater,"['drama', 'christianity', 'appalachia', 'conversion', 'independent film', 'In', 'seeking', 'her', 'own', 'redemption', 'from', 'the', 'one', 'man', 'of', 'whom', 'she', 'is', 'most', 'afraid,', '10-year-old', 'Cadi', 'Forbes', 'discovers', 'a', 'secret', 'sin', 'haunting', 'her', 'community', 'of', 'Welsh', 'immigrants', 'in', '1850s', 'Appalachia.', 'louisefletcher', 'henrythomas', 'sorenfulton', 'michaellandonjr.']"
4061,Do You Believe?,"['fantasy', 'drama', 'christian', 'When', 'a', 'pastor', 'is', 'shaken', 'by', 'the', 'visible', 'faith', 'of', 'a', 'street-corner', 'preacher,', 'he', 'is', 'reminded', 'that', 'true', 'belief', 'always', 'requires', 'action.', 'His', 'response', 'ignites', 'a', 'journey', 'that', 'impacts', 'everyone', 'it', 'touches', 'in', 'ways', 'that', 'only', 'God', 'could', 'orchestrate.', 'mirasorvino', 'seanastin', 'alexapenavega', 'jongunn']"
4062,Impact Point,"['thriller', 'romance', 'Pro', 'Beach', 'Volleyball', 'star,', 'Kelly', 'Reyes,', 'faces', 'challenges', 'everyday,', 'fierce', 'competitors,', 'the', 'press,', 'but', 'nothing', 'could', 'prepare', 'her', 'for', 'him.', 'brianaustingreen', 'melissakeller', 'lindenashby', 'hayleycloake']"
4063,The Valley of Decision,"['drama', 'Mary', 'Rafferty', 'comes', 'from', 'a', 'poor', 'family', 'of', 'steel', 'mill', 'workers', 'in', '19th', 'Century', 'Pittsburgh.', 'Her', 'family', 'objects', 'when', 'she', 'goes', 'to', 'work', 'as', 'a', 'maid', 'for', 'the', 'wealthy', 'Scott', 'family', 'which', 'controls', 'the', 'mill.', 'Mary', 'catches', 'the', 'attention', 'of', 'handsome', 'scion', 'Paul', 'Scott,', 'but', 'their', 'romance', 'is', 'complicated', 'by', ""Paul's"", 'engagement', 'to', 'someone', 'else', 'and', 'a', 'bitter', 'strike', 'among', 'the', 'mill', 'workers.', 'greergarson', 'gregorypeck', 'donaldcrisp', 'taygarnett']"
4064,Eden,"['thriller', 'drama', 'island', 'airplane', 'survival', 'soccer', 'crash', 'team', 'After', 'their', 'plane', 'crashes', 'off', 'the', 'coast', 'of', 'a', 'deserted', 'Pacific', 'island,', 'the', 'surviving', 'members', 'of', 'an', 'American', 'soccer', 'team', 'find', 'themselves', 'in', 'the', 'most', 'dire', 'of', 'circumstances', 'with', 'limited', 'resources,', 'dwindling', 'food', 'supply', 'and', 'no', 'rescue', 'coming', 'any', 'time', 'soon.', 'Team', 'spirit', 'evaporates', 'as', 'disagreements', 'cause', 'the', 'group', 'to', 'separate', 'into', 'factions', '-', 'a', 'violent', 'one', 'lead', 'by', 'an', 'unbalanced', 'ruler,', 'and', 'a', 'compassionate', 'one', 'led', 'by', 'a', 'selfless', 'player.', 'jessicalowndes', 'ethanpeck', 'diegoboneta', 'shyammadiraju']"
4065,Chicken Tikka Masala,"['comedy', 'romance', 'foreign', 'coming out', 'arranged marriage', 'gay relationship', 'Jimi', '(Chris', 'Bisson),', 'the', 'Chopra', ""family's"", 'only', 'son,', 'gets', 'caught', 'off', 'guard', 'when', 'his', 'high-handed', 'parents', '(Saeed', 'Jaffrey', 'and', 'Jamila', 'Massey)', 'announce', 'an', 'arranged', 'marriage', 'to', 'Simran', '(Jinder', 'Mahal),', 'a', 'lovely', 'girl', 'from', 'a', 'respectable', 'family.', 'Problem', 'is,', ""Jimi's"", 'gay,', 'so', 'to', 'hide', 'his', 'homosexuality,', 'he', 'spins', 'an', 'ever-more', 'elaborate', 'web', 'of', 'deceit', '--', 'but', 'how', 'long', 'can', 'he', 'conceal', 'the', 'truth?', 'chrisbisson', 'saeedjaffrey', 'sallybankes', 'harmagesinghkalirai']"
4066,There's Always Woodstock,"['romance', 'comedy', 'music', 'woman director', 'When', 'Neurotic,', 'struggling', 'songwriter,', 'Catherine', ""Brown's"", 'life', 'in', 'New', 'York', 'City', 'falls', 'apart,', 'she', 'is', 'forced', 'to', 'confront', 'her', 'past', 'when', 'she', 'spends', 'the', 'summer', 'at', 'her', 'childhood', 'home', 'in', 'Woodstock.', 'allisonmiller', 'jameswolk', 'kateysagal', 'ritamerson']"
4067,Jack Brooks: Monster Slayer,"['action', 'comedy', 'horror', 'camping', 'vomit', 'demon', 'science', 'As', 'a', 'child', 'Jack', 'Brooks', 'witnessed', 'the', 'brutal', 'murder', 'of', 'his', 'family.', 'Now', 'a', 'young', 'man', 'he', 'struggles', 'with', 'a', 'pestering', 'girlfriend,', 'therapy', 'sessions', 'that', 'resolve', 'nothing,', 'and', 'night', 'classes', 'that', 'barely', 'hold', 'his', 'interest.', 'After', 'unleashing', 'an', 'ancient', 'curse,', ""Jack's"", 'Professor', 'undergoes', 'a', 'transformation', 'into', 'something', 'not-quite-', 'human,', 'and', 'Jack', 'is', 'forced', 'to', 'confront', 'some', 'old', 'demons...', 'along', 'with', 'a', 'few', 'new', 'ones.', 'robertenglund', 'trevormatthews', 'danielkash', 'jonknautz']"
4068,The Best Years of Our Lives,"['drama', 'history', 'romance', 'usa', 'post traumatic stress  disorder', 'war veteran', 'world war ii', 'rehabilitation', 'bodily disabled person', ""It's"", 'the', 'hope', 'that', 'sustains', 'the', 'spirit', 'of', 'every', 'GI:', 'the', 'dream', 'of', 'the', 'day', 'when', 'he', 'will', 'finally', 'return', 'home.', 'For', 'three', 'WWII', 'veterans,', 'the', 'day', 'has', 'arrived.', 'But', 'for', 'each', 'man,', 'the', 'dream', 'is', 'about', 'to', 'become', 'a', 'nightmare.', 'Captain', 'Fred', 'Derry', 'is', 'returning', 'to', 'a', 'loveless', 'marriage;', 'Sergeant', 'Al', 'Stephenson', 'is', 'a', 'stranger', 'to', 'a', 'family', ""that's"", 'grown', 'up', 'without', 'him;', 'and', 'young', 'sailor', 'Homer', 'Parrish', 'is', 'tormented', 'by', 'the', 'loss', 'of', 'his', 'hands.', 'Can', 'these', 'three', 'men', 'find', 'the', 'courage', 'to', 'rebuild', 'their', 'world?', 'Or', 'are', 'the', 'best', 'years', 'of', 'their', 'lives', 'a', 'thing', 'of', 'the', 'past?', 'fredricmarch', 'myrnaloy', 'danaandrews', 'williamwyler']"
4069,Bully,"['crime', 'drama', 'florida', 'striptease', 'homosexuality', 'independent film', 'best friend', 'falling in love', 'group of friends', 'After', 'finding', 'himself', 'at', 'the', 'constant', 'abuse', 'of', 'his', 'best', 'friend', 'Bobby,', 'Marty', 'has', 'become', 'fed', 'up', 'with', 'his', ""friend's"", 'twisted', 'ways.', 'His', 'girlfriend,', 'a', 'victim', 'of', ""Bobby's"", 'often', 'cruel', 'ways,', ""couldn't"", 'agree', 'more', 'and', 'they', 'strategize', 'murdering', 'Bobby.', 'bradrenfro', 'bijouphillips', 'nickstahl', 'larryclark']"
4070,Elling,"['comedy', 'drama', 'mentally disabled', 'When', 'his', 'mother,', 'who', 'has', 'sheltered', 'him', 'his', 'entire', '40', 'years,', 'dies,', 'Elling,', 'a', 'sensitive,', 'would-be', 'poet,', 'is', 'sent', 'to', 'live', 'in', 'a', 'state', 'institution.', 'There', 'he', 'meets', 'Kjell', 'Bjarne,', 'a', 'gentle', 'giant', 'and', 'female-obsessed', 'virgin', 'in', 'his', '40s.', 'After', 'two', 'years,', 'the', 'men', 'are', 'released', 'and', 'provided', 'with', 'a', 'state-funded', 'apartment', 'and', 'stipend', 'with', 'the', 'hope', 'they', 'will', 'be', 'able', 'to', 'live', 'on', 'their', 'own.', 'perchristianellefsen', 'svennordin', 'jørgenlanghelle', 'petternæss']"
4071,Mi America,"['drama', 'crime', 'new york state', 'hate crime', 'A', 'hate-crime', 'has', 'been', 'committed', 'in', 'a', 'the', 'small', 'city', 'of', 'Braxton,', 'N.Y.', 'Five', 'migrant', 'laborers', 'have', 'been', 'beaten,', 'shot,', 'then', 'ditched.', 'This', 'will', 'upset', 'the', 'delicate', 'balance', 'of', 'an', 'ethnically', 'diverse', 'populace.', 'robertfontaine', 'michaelbrainard', 'grantboyd', 'robertfontaine']"
4072,[REC],"['horror', 'mystery', 'terror', 'obsession', 'camcorder', 'firemen', 'religion and supernatural', 'reality tv', 'bite', 'cinematographer', 'attempt to escape', 'lodger', 'live-reportage', 'found footage', 'A', 'television', 'reporter', 'and', 'cameraman', 'follow', 'emergency', 'workers', 'into', 'a', 'dark', 'apartment', 'building', 'and', 'are', 'quickly', 'locked', 'inside', 'with', 'something', 'terrifying.', 'manuelavelasco', 'ferranterraza', 'marthacarbonell', 'jaumebalagueró', 'pacoplaza']"
